group_id,group_type,match_key,metaobject_id,handle,display_name,updated_at,populated_field_count,populated_fields,referencing_product_count,referencing_product_handles,referencing_product_statuses,fields_that_differ_in_group,canonical_pick
C002,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ba58e99fd4bd5398,135517339964,body-solid-opb-2-5-olympic-weight-plate-2-5-lbs-new,Body Solid OPB2-5 Olympic Weight Plate- 2.5 lbs. (New),2025-03-01T09:20:00Z,2,product_title|warranty_info,1,body-solid-opb2-5-olympic-weight-plate-2-5-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C002,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ba58e99fd4bd5398,136146125116,body-solid-bstrt-1-resistance-tubes-very-light-resistance-yellow-new,Body-Solid BSTRT1 Resistance Tubes - Very Light Resistance Yellow (New),2025-03-06T05:19:21Z,2,product_title|warranty_info,1,body-solid-bstrt1-resistance-tubes-very-light-resistance-yellow-new,ACTIVE,product_title,n/a - not a merge target
C002,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ba58e99fd4bd5398,136146321724,body-solid-bstrt-2-resistance-tubes-light-resistance-green-new,Body-Solid BSTRT2 Resistance Tubes - Light Resistance Green (New),2025-12-07T18:08:00Z,2,product_title|warranty_info,1,body-solid-bstrt2-resistance-tubes-light-resistance-green-new,ACTIVE,product_title,n/a - not a merge target
C002,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ba58e99fd4bd5398,136146452796,body-solid-bstrt-3-resistance-tubes-medium-resistance-red-new,Body-Solid BSTRT3 Resistance Tubes - Medium Resistance Red (New),2025-12-07T18:08:11Z,2,product_title|warranty_info,1,body-solid-bstrt3-resistance-tubes-medium-resistance-red-new,ACTIVE,product_title,n/a - not a merge target
C002,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ba58e99fd4bd5398,136146518332,body-solid-bstrt-4-resistance-tubes-heavy-resistance-blue-new,Body-Solid BSTRT4 Resistance Tubes - Heavy Resistance Blue (New),2025-12-07T18:08:28Z,2,product_title|warranty_info,1,body-solid-bstrt4-resistance-tubes-heavy-resistance-blue-new,ACTIVE,product_title,n/a - not a merge target
C002,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ba58e99fd4bd5398,136148287804,body-solid-bstrt-5-resistance-tubes-very-heavy-resistance-black-new,Body-Solid BSTRT5 Resistance Tubes - Very Heavy Resistance Black (New),2025-12-07T18:08:41Z,2,product_title|warranty_info,1,body-solid-bstrt5-resistance-tubes-very-heavy-resistance-black-new,ACTIVE,product_title,n/a - not a merge target
C002,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ba58e99fd4bd5398,136334573884,body-solid-nb-55-nylon-dipping-strap-new,Body-Solid NB55 Nylon Dipping Strap (New),2025-03-07T20:48:30Z,2,product_title|warranty_info,1,body-solid-nb55-nylon-dipping-strap-new,ACTIVE,product_title,n/a - not a merge target
C002,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ba58e99fd4bd5398,136390377788,body-solid-stt-45-strength-training-time-clock-new,Body Solid STT45 Strength Training Time Clock (New),2025-03-08T12:38:54Z,2,product_title|warranty_info,1,body-solid-stt45-strength-training-time-clock-new,ACTIVE,product_title,n/a - not a merge target
C003,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ece9ef2de74fa762,135526351164,woodway-mercury-treadmill-rectangular-console-remanufactured,Woodway Mercury Treadmill (Rectangular Console) (Remanufactured),2026-03-24T15:26:23Z,5,product_title|features|tech_specs|other_comparison_charts|warranty_info,1,woodway-mercury-treadmill-rectangular-console-remanufactured,ACTIVE,product_title,n/a - not a merge target
C003,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ece9ef2de74fa762,135526547772,woodway-mercury-treadmill-remanufactured,Woodway Mercury Treadmill (Remanufactured),2026-03-24T15:26:22Z,5,product_title|features|tech_specs|other_comparison_charts|warranty_info,1,woodway-mercury-treadmill-remanufactured,ACTIVE,product_title,n/a - not a merge target
C004,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:350b8425944dc880,135606436156,scifit-pro-2-sport-total-body-exerciser-pro-231-int-remanufactured,Scifit Pro2 Sport Total Body Exerciser PRO231-INT (Remanufactured),2025-03-01T22:06:53Z,4,product_title|features|tech_specs|warranty_info,1,scifit-pro2-sport-total-body-exerciser-pro231-int-remanufactured,ACTIVE,product_title,n/a - not a merge target
C004,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:350b8425944dc880,136115257660,scifit-pro-2-total-body-exerciser-pro-232-int-remanufactured,Scifit Pro2 Total Body Exerciser PRO232-INT (Remanufactured),2025-03-05T22:50:49Z,4,product_title|features|tech_specs|warranty_info,1,scifit-pro2-total-body-exerciser-pro232-int-remanufactured,ACTIVE,product_title,n/a - not a merge target
C005,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:dd063597611d0ac6,135620231484,french-fitness-ab-bench-attachment-new,French Fitness Ab Bench Attachment (New),2025-10-26T19:37:11Z,4,product_title|features|tech_specs|warranty_info,1,french-fitness-ab-bench-attachment-new,ACTIVE,product_title,n/a - not a merge target
C005,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:dd063597611d0ac6,135620297020,french-fitness-ab-bench-black-attachment-new,French Fitness Ab Bench - Black Attachment (New),2025-10-26T19:37:10Z,4,product_title|features|tech_specs|warranty_info,1,french-fitness-ab-bench-black-attachment-new,ACTIVE,product_title,n/a - not a merge target
C006,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:edf5187cd403ef98,135624065340,french-fitness-powertower-attachment-new,French Fitness Powertower Attachment (New),2025-10-26T19:37:10Z,4,product_title|features|tech_specs|warranty_info,1,french-fitness-powertower-attachment-new,ACTIVE,product_title,n/a - not a merge target
C006,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:edf5187cd403ef98,135625834812,french-fitness-powertower-black-attachment-new,French Fitness Powertower - Black Attachment (New),2025-10-26T19:37:11Z,4,product_title|features|tech_specs|warranty_info,1,french-fitness-powertower-black-attachment-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135628194108,french-fitness-urethane-round-pro-style-dumbbell-10-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 10 lbs - Single (New),2026-03-08T04:27:49Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-10-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135628652860,french-fitness-urethane-round-pro-style-dumbbell-100-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 100 lbs - Single (New),2026-03-08T04:53:32Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-100-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135628751164,french-fitness-urethane-round-pro-style-dumbbell-105-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 105 lbs - Single (New),2026-03-08T04:54:45Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-105-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135629373756,french-fitness-urethane-round-pro-style-dumbbell-110-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 110 lbs - Single (New),2026-03-08T04:56:04Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-110-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135629668668,french-fitness-urethane-round-pro-style-dumbbell-115-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 115 lbs - Single (New),2026-03-08T04:57:35Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-115-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135764902204,french-fitness-urethane-round-pro-style-dumbbell-120-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 120 lbs - Single (New),2026-03-08T05:01:04Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-120-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135766311228,french-fitness-urethane-round-pro-style-dumbbell-125-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 125 lbs - Single (New),2026-03-08T05:02:01Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-125-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135766671676,french-fitness-urethane-round-pro-style-dumbbell-130-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 130 lbs - Single (New),2026-03-08T05:02:56Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-130-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135768441148,french-fitness-urethane-round-pro-style-dumbbell-15-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 15 lbs - Single (New),2026-03-08T04:29:54Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-15-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135769620796,french-fitness-urethane-round-pro-style-dumbbell-20-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 20 lbs - Single (New),2026-03-08T04:31:32Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-20-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135769981244,french-fitness-urethane-round-pro-style-dumbbell-25-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 25 lbs - Single (New),2026-03-08T04:33:10Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-25-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135770833212,french-fitness-urethane-round-pro-style-dumbbell-30-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 30 lbs - Single (New),2026-03-08T04:34:16Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-30-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135771128124,french-fitness-urethane-round-pro-style-dumbbell-35-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 35 lbs - Single (New),2026-03-08T04:35:38Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-35-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135771652412,french-fitness-urethane-round-pro-style-dumbbell-40-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 40 lbs - Single (New),2026-03-08T04:37:20Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-40-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135771881788,french-fitness-urethane-round-pro-style-dumbbell-45-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 45 lbs - Single (New),2026-03-28T21:14:37Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-45-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135772340540,french-fitness-urethane-round-pro-style-dumbbell-5-lbs-new,French Fitness Urethane Round Pro Style Dumbbell 5 lbs (New),2026-03-08T04:22:38Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-5-lbs-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135775093052,french-fitness-urethane-round-pro-style-dumbbell-50-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 50 lbs - Single (New),2026-03-08T04:40:25Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-50-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135775551804,french-fitness-urethane-round-pro-style-dumbbell-55-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 55 lbs - Single (New),2026-03-08T04:41:41Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-55-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135776829756,french-fitness-urethane-round-pro-style-dumbbell-60-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 60 lbs - Single (New),2026-03-08T04:43:28Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-60-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C007,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3e25d0de94e48ce6,135777321276,french-fitness-urethane-round-pro-style-dumbbell-65-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 65 lbs - Single (New),2026-03-28T21:16:24Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-65-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C008,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:cfa4ab8f26ae12c1,135766901052,french-fitness-urethane-round-pro-style-dumbbell-135-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 135 lbs - Single (New),2026-03-08T05:03:57Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-135-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C008,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:cfa4ab8f26ae12c1,135767359804,french-fitness-urethane-round-pro-style-dumbbell-140-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 140 lbs - Single (New),2026-03-08T05:05:16Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-140-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C008,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:cfa4ab8f26ae12c1,135767884092,french-fitness-urethane-round-pro-style-dumbbell-145-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 145 lbs - Single (New),2026-03-08T05:06:53Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-145-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C008,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:cfa4ab8f26ae12c1,135768834364,french-fitness-urethane-round-pro-style-dumbbell-150-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 150 lbs - Single (New),2026-03-08T05:07:51Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-150-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C009,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:eeeefbe1ac46d6d2,135767392572,french-fitness-43-rack-rig-dumbbell-tier-tray-attachment-new,"French Fitness 43"" Rack & Rig Dumbbell Tier/Tray Attachment (New)",2025-10-26T19:37:11Z,4,product_title|features|tech_specs|warranty_info,1,french-fitness-43-rack-rig-dumbbell-tier-tray-attachment-new,ACTIVE,product_title,n/a - not a merge target
C009,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:eeeefbe1ac46d6d2,136161624380,french-fitness-43-rack-rig-bumper-plate-tier-tray-attachment-new,"French Fitness 43"" Rack & Rig Bumper Plate Tier/Tray Attachment (New)",2025-10-26T19:37:15Z,4,product_title|features|tech_specs|warranty_info,1,french-fitness-43-rack-rig-bumper-plate-tier-tray-attachment-new,ACTIVE,product_title,n/a - not a merge target
C009,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:eeeefbe1ac46d6d2,136161853756,french-fitness-43-rack-rig-ball-tier-tray-attachment-new,"French Fitness 43"" Rack & Rig Ball Tier/Tray Attachment (New)",2025-10-26T19:37:16Z,4,product_title|features|tech_specs|warranty_info,1,french-fitness-43-rack-rig-ball-tier-tray-attachment-new,ACTIVE,product_title,n/a - not a merge target
C010,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:b7900f99465e1719,135767687484,french-fitness-71-rack-rig-dumbbell-tier-tray-attachment-new,"French Fitness 71"" Rack & Rig Dumbbell Tier/Tray Attachment (New)",2025-10-26T19:37:12Z,4,product_title|features|tech_specs|warranty_info,1,french-fitness-71-rack-rig-dumbbell-tier-tray-attachment-new,ACTIVE,product_title,n/a - not a merge target
C010,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:b7900f99465e1719,136161755452,french-fitness-71-rack-rig-bumper-plate-tier-tray-attachment-new,"French Fitness 71"" Rack & Rig Bumper Plate Tier/Tray Attachment (New)",2025-10-26T19:37:17Z,4,product_title|features|tech_specs|warranty_info,1,french-fitness-71-rack-rig-bumper-plate-tier-tray-attachment-new,ACTIVE,product_title,n/a - not a merge target
C010,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:b7900f99465e1719,136162115900,french-fitness-71-rack-rig-ball-tier-tray-attachment-new,"French Fitness 71"" Rack & Rig Ball Tier/Tray Attachment (New)",2025-10-26T19:37:16Z,4,product_title|features|tech_specs|warranty_info,1,french-fitness-71-rack-rig-ball-tier-tray-attachment-new,ACTIVE,product_title,n/a - not a merge target
C011,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:4e2fad9dd01e76eb,135777845564,french-fitness-urethane-round-pro-style-dumbbell-70-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 70 lbs - Single (New),2026-03-08T04:45:55Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-70-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C011,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:4e2fad9dd01e76eb,135778238780,french-fitness-urethane-round-pro-style-dumbbell-75-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 75 lbs - Single (New),2026-03-08T04:47:10Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-75-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C011,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:4e2fad9dd01e76eb,135779156284,french-fitness-urethane-round-pro-style-dumbbell-80-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 80 lbs - Single (New),2026-03-08T04:48:58Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-80-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C011,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:4e2fad9dd01e76eb,135779549500,french-fitness-urethane-round-pro-style-dumbbell-85-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 85 lbs - Single (New),2026-03-08T04:49:47Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-85-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C011,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:4e2fad9dd01e76eb,135780106556,french-fitness-urethane-round-pro-style-dumbbell-90-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 90 lbs - Single (New),2026-03-08T04:51:00Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-90-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C011,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:4e2fad9dd01e76eb,135780532540,french-fitness-urethane-round-pro-style-dumbbell-95-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell 95 lbs - Single (New),2026-03-08T04:51:53Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-95-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C012,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:e70812ee4e5991b9,136072659260,body-solid-bstgt-100-tools-grip-trainer-100-lb-new,Body-Solid BSTGT100 Tools Grip Trainer 100 lb (New),2025-03-05T12:46:39Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-bstgt100-tools-grip-trainer-100-lb-new,ACTIVE,product_title,n/a - not a merge target
C012,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:e70812ee4e5991b9,136072823100,body-solid-bstgt-150-tools-grip-trainer-150-lb-new,Body-Solid BSTGT150 Tools Grip Trainer 150 lb (New),2025-03-05T12:50:22Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-bstgt150-tools-grip-trainer-150-lb-new,ACTIVE,product_title,n/a - not a merge target
C012,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:e70812ee4e5991b9,136073118012,body-solid-bstgt-200-tools-grip-trainer-200-lb-new,Body-Solid BSTGT200 Tools Grip Trainer 200 lb (New),2025-03-05T12:54:01Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-bstgt200-tools-grip-trainer-200-lb-new,ACTIVE,product_title,n/a - not a merge target
C013,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:69f0ca6796971fbb,136074101052,body-solid-bstmc-02-bk-muscle-clamp-collars-black-new,Body Solid BSTMC02BK Muscle Clamp Collars - Black (New),2025-03-05T13:07:35Z,3,product_title|features|warranty_info,1,body-solid-bstmc02bk-muscle-clamp-collars-black-new,ACTIVE,product_title,n/a - not a merge target
C013,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:69f0ca6796971fbb,136074461500,body-solid-bstmc-02-rd-muscle-clamp-collars-red-new,Body Solid BSTMC02RD Muscle Clamp Collars - Red (New),2025-03-05T13:09:14Z,3,product_title|features|warranty_info,1,body-solid-bstmc02rd-muscle-clamp-collars-red-new,ACTIVE,product_title,n/a - not a merge target
C014,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ee4de07592916b17,136144290108,body-solid-bstpb-18-plyo-box-18-new,"Body-Solid BSTPB18 Plyo Box 18"" (New)",2025-10-26T19:37:16Z,3,product_title|features|warranty_info,1,body-solid-bstpb18-plyo-box-18-new,ACTIVE,product_title,n/a - not a merge target
C014,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ee4de07592916b17,136144519484,body-solid-bstpb-24-plyo-box-24-new,"Body-Solid BSTPB24 Plyo Box 24"" (New)",2025-10-26T19:37:18Z,3,product_title|features|warranty_info,1,body-solid-bstpb24-plyo-box-24-new,ACTIVE,product_title,n/a - not a merge target
C015,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:6f4d64e6796a8b28,136154743100,body-solid-bstym-3-yoga-mat-3-mm-blue-new,Body-Solid BSTYM3 Yoga Mat 3mm Blue (New),2025-03-06T07:12:22Z,3,product_title|features|warranty_info,1,body-solid-bstym3-yoga-mat-3mm-blue-new,ACTIVE,product_title,n/a - not a merge target
C015,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:6f4d64e6796a8b28,136165327164,body-solid-bstym-5-yoga-mat-5-mm-red-new,Body-Solid BSTYM5 Yoga Mat 5mm Red (New),2025-03-06T08:00:31Z,3,product_title|features|warranty_info,1,body-solid-bstym5-yoga-mat-5mm-red-new,ACTIVE,product_title,n/a - not a merge target
C016,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:cb4538a9d64eaeb5,136164180284,french-fitness-71-rack-rig-double-pull-up-bar-new,"French Fitness 71"" Rack & Rig Double Pull Up Bar (New)",2025-10-26T19:37:15Z,4,product_title|features|tech_specs|warranty_info,1,french-fitness-71-rack-rig-double-pull-up-bar-new,ACTIVE,product_title,n/a - not a merge target
C016,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:cb4538a9d64eaeb5,136164376892,french-fitness-71-rack-rig-dirty-south-bar-attachment-new,"French Fitness 71"" Rack & Rig Dirty South Bar Attachment (New)",2025-10-26T19:37:15Z,4,product_title|features|tech_specs|warranty_info,1,french-fitness-71-rack-rig-dirty-south-bar-attachment-new,ACTIVE,product_title,n/a - not a merge target
C017,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:889ea4544e87dc40,136175321404,french-fitness-rack-rig-light-bulb-grip-new,French Fitness Rack & Rig Light Bulb Grip (New),2025-05-17T12:14:39Z,3,product_title|features|warranty_info,1,french-fitness-rack-rig-light-bulb-grip-new,ACTIVE,product_title,n/a - not a merge target
C017,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:889ea4544e87dc40,136177385788,french-fitness-rack-rig-pipe-bomb-grip-new,French Fitness Rack & Rig Pipe Bomb Grip (New),2025-05-17T12:03:30Z,3,product_title|features|warranty_info,1,french-fitness-rack-rig-pipe-bomb-grip-new,ACTIVE,product_title,n/a - not a merge target
C018,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:298301ab7419eed8,136182399292,body-solid-gap-10-aluminum-pulley-upgrade-for-g-10-b-new,Body-Solid GAP10 Aluminum Pulley Upgrade for G10B (New),2025-03-06T11:31:13Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-gap10-aluminum-pulley-upgrade-for-g10b-new,ARCHIVED,product_title,n/a - not a merge target
C018,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:298301ab7419eed8,136182890812,body-solid-gap-3-aluminum-pulley-upgrade-for-g-3-s-gym-new,Body-Solid GAP3 Aluminum Pulley Upgrade for G3S Gym (New),2025-03-06T11:33:42Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-gap3-aluminum-pulley-upgrade-for-g3s-gym-new,ARCHIVED,product_title,n/a - not a merge target
