group_id,group_type,match_key,metaobject_id,handle,display_name,updated_at,populated_field_count,populated_fields,referencing_product_count,referencing_product_handles,referencing_product_statuses,fields_that_differ_in_group,canonical_pick
C018,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:298301ab7419eed8,136184168764,body-solid-gap-5-aluminum-pulley-upgrade-for-g-5-s-gym-new,Body-Solid GAP5 Aluminum Pulley Upgrade for G5S Gym (New),2025-03-06T11:48:31Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-gap5-aluminum-pulley-upgrade-for-g5s-gym-new,ARCHIVED,product_title,n/a - not a merge target
C018,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:298301ab7419eed8,136184267068,body-solid-gap-6-aluminum-pulley-upgrade-for-g-6-b-gym-new,Body-Solid GAP6 Aluminum Pulley Upgrade for G6B Gym (New),2025-03-06T11:50:14Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-gap6-aluminum-pulley-upgrade-for-g6b-gym-new,ARCHIVED,product_title,n/a - not a merge target
C018,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:298301ab7419eed8,136184660284,body-solid-gaplp-aluminum-pulley-upgrade-for-glp-new,Body-Solid GAPLP Aluminum Pulley Upgrade for GLP (New),2025-03-06T11:54:45Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-gaplp-aluminum-pulley-upgrade-for-glp-new,ARCHIVED,product_title,n/a - not a merge target
C019,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:feac7a4e0f006053,136184430908,body-solid-gap-9-aluminum-pulley-upgrade-for-g-9-s-gym-new,Body-Solid GAP9 Aluminum Pulley Upgrade for G9S Gym (New),2025-03-06T11:51:49Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-gap9-aluminum-pulley-upgrade-for-g9s-gym-new,ARCHIVED,product_title,n/a - not a merge target
C019,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:feac7a4e0f006053,136184496444,body-solid-gapiot-aluminum-pulley-upgrade-for-giot-new,Body-Solid GAPIOT Aluminum Pulley Upgrade for GIOT (New),2025-03-06T11:53:18Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-gapiot-aluminum-pulley-upgrade-for-giot-new,ARCHIVED,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136223818044,french-fitness-rubber-coated-hex-dumbbell-100-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 100 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-100-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136224637244,french-fitness-rubber-coated-hex-dumbbell-105-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 105 lbs - Single (New),2026-05-02T23:21:00Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-105-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136228503868,french-fitness-rubber-coated-hex-dumbbell-110-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 110 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-110-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136229585212,french-fitness-rubber-coated-hex-dumbbell-115-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 115 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-115-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136238104892,french-fitness-rubber-coated-hex-dumbbell-12-5-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 12.5 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-12-5-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136238465340,french-fitness-rubber-coated-hex-dumbbell-120-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 120 lbs - Single (New),2026-05-02T23:21:00Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-120-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136238858556,french-fitness-rubber-coated-hex-dumbbell-125-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 125 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-125-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136239022396,french-fitness-rubber-coated-hex-dumbbell-130-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 130 lbs - Single (New),2026-05-02T23:21:00Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-130-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136239481148,french-fitness-rubber-coated-hex-dumbbell-135-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 135 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-135-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136239743292,french-fitness-rubber-coated-hex-dumbbell-140-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 140 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-140-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136240136508,french-fitness-rubber-coated-hex-dumbbell-145-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 145 lbs - Single (New),2026-05-02T23:21:00Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-145-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136240431420,french-fitness-rubber-coated-hex-dumbbell-15-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 15 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-15-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136240660796,french-fitness-rubber-coated-hex-dumbbell-150-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 150 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-150-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136240890172,french-fitness-rubber-coated-hex-dumbbell-17-5-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 17.5 lbs - Single (New),2026-05-02T23:21:00Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-17-5-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136241185084,french-fitness-rubber-coated-hex-dumbbell-2-5-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 2.5 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-2-5-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136245346620,french-fitness-rubber-coated-hex-dumbbell-20-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 20 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-20-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136245510460,french-fitness-rubber-coated-hex-dumbbell-22-5-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 22.5 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-22-5-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136246034748,french-fitness-rubber-coated-hex-dumbbell-25-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 25 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-25-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136246526268,french-fitness-rubber-coated-hex-dumbbell-30-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 30 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-30-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136247083324,french-fitness-rubber-coated-hex-dumbbell-35-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 35 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-35-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136247411004,french-fitness-rubber-coated-hex-dumbbell-40-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 40 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-40-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136247607612,french-fitness-rubber-coated-hex-dumbbell-45-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 45 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-45-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136247902524,french-fitness-rubber-coated-hex-dumbbell-5-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 5 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-5-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136336113980,french-fitness-rubber-coated-hex-dumbbell-50-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 50 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-50-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136336539964,french-fitness-rubber-coated-hex-dumbbell-55-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 55 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-55-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136337948988,french-fitness-rubber-coated-hex-dumbbell-60-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 60 lbs - Single (New),2026-05-02T23:21:00Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-60-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136338768188,french-fitness-rubber-coated-hex-dumbbell-65-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 65 lbs - Single (New),2026-05-02T23:21:00Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-65-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136339194172,french-fitness-rubber-coated-hex-dumbbell-7-5-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 7.5 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-7-5-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136339489084,french-fitness-rubber-coated-hex-dumbbell-70-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 70 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-70-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136339849532,french-fitness-rubber-coated-hex-dumbbell-75-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 75 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-75-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136340177212,french-fitness-rubber-coated-hex-dumbbell-80-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 80 lbs - Single (New),2026-05-02T23:21:00Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-80-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136341127484,french-fitness-rubber-coated-hex-dumbbell-85-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 85 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-85-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136342044988,french-fitness-rubber-coated-hex-dumbbell-90-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 90 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-90-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C020,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ae70c1537c11d592,136342143292,french-fitness-rubber-coated-hex-dumbbell-95-lbs-single-new,French Fitness Rubber Coated Hex Dumbbell 95 lbs - Single (New),2026-05-02T23:20:59Z,9,product_title|features|other_features|benefits|tech_specs|other_tech_specs|buying_guide|frequently_asked_questions|warranty_info,1,french-fitness-rubber-coated-hex-dumbbell-95-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C021,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:a58cc580a6567060,136261534012,body-solid-gkrt-6-b-optional-kettlebell-shelf-for-gdr-60-new,Body-Solid GKRT6B Optional Kettlebell Shelf for GDR60 (New),2025-03-07T04:57:26Z,3,product_title|features|warranty_info,1,body-solid-gkrt6b-optional-kettlebell-shelf-for-gdr60-new,ACTIVE,product_title,n/a - not a merge target
C021,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:a58cc580a6567060,136274018620,body-solid-gmrt-6-b-optional-medicine-ball-shelf-for-gdr-60-new,Body-Solid GMRT6B Optional Medicine Ball Shelf for GDR60 (New),2025-03-07T06:49:30Z,3,product_title|features|warranty_info,1,body-solid-gmrt6b-optional-medicine-ball-shelf-for-gdr60-new,ACTIVE,product_title,n/a - not a merge target
C022,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:35baf6fd873fc792,136265728316,body-solid-glra-81-lat-row-attachment-new,Body-Solid GLRA81 Lat Row Attachment (New),2025-10-26T19:37:18Z,2,product_title|warranty_info,1,body-solid-glra81-lat-row-attachment-new,ACTIVE,product_title,n/a - not a merge target
C022,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:35baf6fd873fc792,136292991292,body-solid-lsa-50-powerlift-leverage-squat-attachment-new,Body-Solid LSA50 Powerlift Leverage Squat Attachment (New),2025-10-26T19:37:20Z,2,product_title|warranty_info,1,body-solid-lsa50-powerlift-leverage-squat-attachment-new,ACTIVE,product_title,n/a - not a merge target
C023,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:99bc19dc073c7440,136281194812,body-solid-gswt-standard-plate-tree-bar-holder-new,Body Solid GSWT Standard Plate Tree & Bar Holder (New),2025-10-26T19:37:20Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-gswt-standard-plate-tree-bar-holder-new,ACTIVE,product_title,n/a - not a merge target
C023,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:99bc19dc073c7440,136282177852,body-solid-gswtb-standard-plate-tree-bar-holder-new,Body Solid GSWTB Standard Plate Tree & Bar Holder (New),2025-10-26T19:37:20Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-gswtb-standard-plate-tree-bar-holder-new,ACTIVE,product_title,n/a - not a merge target
C024,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:901e20e0306459ff,136294236476,french-fitness-ntr-nylon-tricep-rope-new,French Fitness NTR Nylon Tricep Rope (New),2025-03-07T13:37:19Z,2,product_title|warranty_info,1,french-fitness-ntr-nylon-tricep-rope-new,ARCHIVED,product_title,n/a - not a merge target
C024,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:901e20e0306459ff,136294302012,french-fitness-ntr-2-nylon-tricep-rope-new,French Fitness NTR2 Nylon Tricep Rope (New),2025-03-07T13:38:39Z,2,product_title|warranty_info,1,french-fitness-ntr2-nylon-tricep-rope-new,ACTIVE,product_title,n/a - not a merge target
C025,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:05d46eefd9015054,136384282940,body-solid-sprback-rack-extension-kit-for-spr-1000-new,Body-Solid SPRBACK Rack Extension Kit for SPR1000 (New),2025-03-08T10:47:55Z,2,product_title|warranty_info,1,body-solid-sprback-rack-extension-kit-for-spr1000-new,ACTIVE,product_title,n/a - not a merge target
C025,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:05d46eefd9015054,136384774460,body-solid-sprbp-band-pegs-new,Body-Solid SPRBP Band Pegs (New),2025-03-08T11:00:27Z,2,product_title|warranty_info,1,body-solid-sprbp-band-pegs-new,ACTIVE,product_title,n/a - not a merge target
C025,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:05d46eefd9015054,136385036604,body-solid-sprcb-fat-chin-up-crossmember-for-spr-1000-new,Body-Solid SPRCB Fat Chin-Up Crossmember for SPR1000 (New),2025-03-08T11:12:51Z,2,product_title|warranty_info,1,body-solid-sprcb-fat-chin-up-crossmember-for-spr1000-new,ACTIVE,product_title,n/a - not a merge target
C025,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:05d46eefd9015054,136386019644,body-solid-sprcu-multi-chin-up-cross-member-new,Body-Solid SPRCU Multi Chin Up Cross Member (New),2025-03-08T11:15:13Z,2,product_title|warranty_info,1,body-solid-sprcu-multi-chin-up-cross-member-new,ACTIVE,product_title,n/a - not a merge target
C025,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:05d46eefd9015054,136389132604,body-solid-sprul-u-link-attachment-formerly-sr-ul-new,Body Solid SPRUL U-Link Attachment (formerly SR-UL) (New),2025-03-08T12:19:48Z,2,product_title|warranty_info,1,body-solid-sprul-u-link-attachment-formerly-sr-ul-new,ACTIVE,product_title,n/a - not a merge target
C026,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:4f35b3914ef9364b,136384315708,stair-master-boxmaster-pro-quad-new,StairMaster Boxmaster Pro Quad (New),2025-03-08T10:50:16Z,4,product_title|features|tech_specs|warranty_info,0,,,product_title,n/a - not a merge target
C026,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:4f35b3914ef9364b,179586367804,throwdown-boxmaster-pro-quad-new,Throwdown Boxmaster Pro Quad (New),2025-09-27T10:43:39Z,4,product_title|features|tech_specs|warranty_info,1,throwdown-boxmaster-pro-quad-new,ACTIVE,product_title,n/a - not a merge target
C027,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ebd9fd0b16c9c663,136516272444,power-block-pro-commercial-axe-handle-5-lb-new,PowerBlock Pro Commercial Axe Handle 5lb (New),2025-03-09T22:02:21Z,2,product_title|tech_specs,1,powerblock-pro-commercial-axe-handle-5lb-new,ARCHIVED,product_title,n/a - not a merge target
C027,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:ebd9fd0b16c9c663,136516403516,power-block-pro-commercial-axe-handle-10-lb-new,PowerBlock Pro Commercial Axe Handle 10lb (New),2025-03-09T22:07:29Z,2,product_title|tech_specs,1,powerblock-pro-commercial-axe-handle-10lb-new,ACTIVE,product_title,n/a - not a merge target
C028,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:c924728e272edca2,136520171836,power-step-plus-vibration-training-platform-remanufactured,Power Step Plus Vibration Training Platform (Remanufactured),2026-08-19T20:15:55Z,1,product_title,1,power-step-plus-vibration-training-platform-remanufactured,UNLISTED,product_title,n/a - not a merge target
C028,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:c924728e272edca2,176448995644,french-fitness-fsr-90-functional-trainer-smith-squat-rack-machine,French Fitness FSR90 Functional Trainer Smith & Squat Rack Machine,2025-09-03T10:27:05Z,1,product_title,0,,,product_title,n/a - not a merge target
C028,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:c924728e272edca2,176468525372,french-fitness-tahoe-seated-leg-curl-leg-extension-new-1,French Fitness Tahoe Seated Leg Curl / Leg Extension (New),2025-09-03T14:06:33Z,1,product_title,0,,,product_title,n/a - not a merge target
C028,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:c924728e272edca2,176470065468,french-fitness-tahoe-pec-fly-rear-delt-new-1,French Fitness Tahoe Pec Fly / Rear Delt (New),2025-09-03T14:37:12Z,1,product_title,0,,,product_title,n/a - not a merge target
C028,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:c924728e272edca2,176471998780,french-fitness-tahoe-prone-leg-curl-leg-extension-new-1,French Fitness Tahoe Prone Leg Curl / Leg Extension (New),2025-09-03T15:08:11Z,1,product_title,0,,,product_title,n/a - not a merge target
C028,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:c924728e272edca2,186876395836,french-fitness-onyx-leverage-horizontal-bench-press-plate-loaded-new,French Fitness Onyx Leverage Horizontal Bench Press Plate Loaded (New),2025-10-22T17:14:35Z,1,product_title,0,,,product_title,n/a - not a merge target
C028,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:c924728e272edca2,203335827772,french-fitness-48-chrome-olympic-bar-new,"French Fitness 48"" Chrome Olympic Bar (New)",2025-12-03T17:32:53Z,1,product_title,1,french-fitness-48-chrome-olympic-bar-new,UNLISTED,product_title,n/a - not a merge target
C028,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:c924728e272edca2,265257058620,french-fitness-gym-package-build-your-own-gym-1,French Fitness Gym Package - Build Your Own Gym,2026-05-27T21:58:44Z,1,product_title,0,,,product_title,n/a - not a merge target
C028,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:c924728e272edca2,275975897404,french-fitness-urethane-8-sided-hex-dumbbell-set-5-60-lbs-blank-no-logo-new,"French Fitness Urethane 8 Sided Hex Dumbbell Set, 5-60 lbs - Blank / No Logo (New)",2026-06-30T07:13:03Z,1,product_title,0,,,product_title,n/a - not a merge target
