feed,id,title,product_id,vendor,condition_state,feed_condition,expected_condition,defect
bingshoppingnew (Bing main feed - Larianne test),EFX865P62,Precor EFX 865 Elliptical w/Converging Crossramp + p62 Console (Remanufactured),10121200468284,Precor,Remanufactured,Refurbished,refurbished,wrong case
bingshoppingnew (Bing main feed - Larianne test),FF-URPSD90-V2,French Fitness Urethane Round Pro Style Dumbbell V2 90 lbs - Single (New),10041293013308,French Fitness,New,new ,new,trailing whitespace
bingshoppingnew (Bing main feed - Larianne test),FF-URPSD70-V2,French Fitness Urethane Round Pro Style Dumbbell V2 70 lbs - Single (New),10041131303228,French Fitness,New,new ,new,trailing whitespace
bingshoppingnew (Bing main feed - Larianne test),FF-URPSD65-V2,French Fitness Urethane Round Pro Style Dumbbell V2 65 lbs - Single (New),10034665914684,French Fitness,New,new ,new,trailing whitespace
bingshoppingnew (Bing main feed - Larianne test),FF-URPSD50-V2,French Fitness Urethane Round Pro Style Dumbbell V2 50 lbs - Single (New),10031019065660,French Fitness,New,new ,new,trailing whitespace
bingshoppingnew (Bing main feed - Larianne test),FF-URPSD45-V2,French Fitness Urethane Round Pro Style Dumbbell V2 45 lbs - Single (New),10030976729404,French Fitness,New,new ,new,trailing whitespace
bingshoppingnew (Bing main feed - Larianne test),FF-URPSD40-V2,French Fitness Urethane Round Pro Style Dumbbell V2 40 lbs - Single (New),10030944125244,French Fitness,New,new ,new,trailing whitespace
bingshoppingnew (Bing main feed - Larianne test),FF-URPSD35-V2,French Fitness Urethane Round Pro Style Dumbbell V2 35 lbs - Single (New),10030876852540,French Fitness,New,new ,new,trailing whitespace
bingshoppingnew (Bing main feed - Larianne test),TRUE-CS400-EN,True Fitness CS400 Elliptical w/ Envision Console (Remanufactured),10027115905340,True Fitness,Remanufactured,refurbished ,refurbished,trailing whitespace
bingshoppingnew (Bing main feed - Larianne test),SM-8FC-LED-60,StairMaster 8 Series FreeClimber w/ LED Display (New),10012945547580,Stairmaster,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),SM-8FC-16IN-60,"StairMaster 8 Series FreeClimber w/16"" Touch Display (New)",10012785803580,Stairmaster,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),SM-8Gx-LED-60,Stairmaster 8 Series Gauntlet X w/ LED (New),10014042784060,Stairmaster,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),SM-10G-LED-60,Stairmaster 10 Series 10G Gauntlet w/ LED Display (New),10013842964796,Stairmaster,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),PPMOVE-WOOD,Power Plate Move - Wood Finish (New),9878583869756,Power Plate,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),PPMOVE-SILVER,Power Plate Move - Silver (New),9878583148860,Power Plate,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),PPMOVE-RED,Power Plate Move - Red (New),9878582460732,Power Plate,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),PPMOVE-BLACK,Power Plate Move - Matte Black (New),9878581674300,Power Plate,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),FFS-360XL,French Fitness FFS Silver 360XL Energy Group Training System (New),9878572237116,French Fitness,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),FFS-360T,French Fitness FFS Silver 360T Energy Group Training System (New),9878570271036,French Fitness,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),PP-Personal,Power Plate Personal (New),9878570991932,Power Plate,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),FFS-360XS,French Fitness FFS Silver 360XS Energy Group Training System (New),9878574399804,French Fitness,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),FFS-SHC,French Fitness Shasta Selectorized Horizontal Calf (New),9878553624892,French Fitness,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),FFN-RKG,French Fitness Napa Rear Kick Back Glute (New),9878552576316,French Fitness,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),FFN-PLSTP,French Fitness Napa Seated Dip / Tricep Press Plate Loaded (New),9878549627196,French Fitness,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),FFN-PLSHC,French Fitness Napa Super Horizontal Calf Plate Loaded (New),9878546940220,French Fitness,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),FFT-SHC,French Fitness Tahoe Selectorized Horizontal Calf (New),9878524231996,French Fitness,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),FFM-RKG,French Fitness Marin Rear Kick Back Glute (New),9878523117884,French Fitness,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),828e,Monark Exercise AB 828E Ergomedic Exercise Bike (Remanufactured),9878490644796,Monark,Remanufactured,Refurbished,refurbished,wrong case
bingshoppingnew (Bing main feed - Larianne test),FFM-PLSTP,French Fitness Marin Seated Dip / Tricep Press Plate Loaded (New),9878489661756,French Fitness,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),FF-MBR12,French Fitness 3 Tier Medicine & Slam Ball Rack (New),9878484025660,French Fitness,New,New,new,wrong case
bingshoppingnew (Bing main feed - Larianne test),750T,Cybex 750T Treadmill (Remanufactured),9878482485564,Cybex,Remanufactured,Refurbished,refurbished,wrong case
bingshoppingnew (Bing main feed - Larianne test),7000PTSILVER,Stairmaster 7000PT Stepmill w/ Silver Console (Remanufactured),9878480814396,Stairmaster,Remanufactured,Refurbished,refurbished,wrong case
bingshoppingnew (Bing main feed - Larianne test),FFD-PLSTDP,French Fitness Diablo Seated Tricep Dip / Press Plate Loaded (New),9878470230332,French Fitness,New,New,new,wrong case
